so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,ma_icd,trang_thai_xac_nhan,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-19769-16,Relestat,"Epinastine HCl 0,5mg/ml","Chỉ định Epinastine
Thuốc nhỏ mắt Epinastine được sử dụng để ngăn chặn tình trạng ngứa mắt do viêm kết mạc dị ứng (một tình trạng mà mắt trở nên ngứa, sưng, đỏ, và chảy nước mắt khi tiếp xúc với một số chất trong không khí);.",,Pending,Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-50885/relestat.aspx
VD-22745-15,Coatangaponin 500 mg,Acetyl-DL-Leucin 500 mg,"Chỉ định Acetyl-DL-Leucine
- Chóng mặt bất kì trạng thái nào, chóng mặt kích thích, chóng mặt do tăng huyết áp xơ vữa động mạch, do ngộ độc, do thuốc (streptomycin); nhức nửa đầu, chóng mặt phản xạ (tiêu hóa hay phù tạng).",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-49651/coatangaponin-500-mg.aspx
VN-5392-10,Kontiam Inj.,Cefotiam HCl,"Chỉ định Cefotiam
– Nhiễm khuẩn máu 
– Vết thương trước phẫu thuật, nhiễm khuẩn vết bỏng, áp xe dưới da, nhọt, nhọt độc dưới da do nhiễm khẩu và sinh mủ, đinh nhọt. 
– Viêm cột sống, viêm khớp nhiễm khuẩn.
 – Viêm amidan, viêm phế quản, viêm phổi, các bệnh nhân nhiễm khuẩn phổi. 
– Viêm túi mật 
– Viêm thận, viêm bọng đái, đường niệu, viêm tuyến tiền liệt. 
– Viêm màng não 
– Nhiễm khuẩn bên trong tử cung, nhiễm khuẩn màng bụng 
– Viêm tai giữa.",,Pending,Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-33507/kontiam-inj.aspx
VD-28887-18,Cefixim 200,Cefixim (dưới dạng Cefixim trihydrat) 200 mg,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-55430/cefixim-200.aspx
VN-13182-11,T3 Mycin,Clindamycin phosphate,"Chỉ định Clindamycin
Clindamycin phosphate được chỉ định trong điều trị mụn trứng cá. Trong so sánh với tetracycline uống, Clindamycin phosphate làm giảm mụn trứng cá 61% so với tetracycline là 49%. Trong những nghiên cứu có kiểm soát sau đó, Clindamycin phosphate làm giảm 58% mụn trứng cá so với giả dược (alcol) là 33%.",,Pending,Gel,,,https://thuocbietduoc.com.vn/thuoc-38333/t3-mycin.aspx
VD-30275-18,Allermine,Clorpheniramin maleat 4 mg,"Chỉ định Clorpheniramin
Các trường hợp dị ứng ngoài da như mày đay, eczema, dị ứng đường hô hấp như sổ mũi, ngạt mũi .",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-59204/allermine.aspx
VN-10116-10,Tamunix,Etodolac,"Chỉ định Etodolac
Viêm xương khớp. Cơn gout cấp hay giả gout. Ðau sau nhổ răng. Ðau hậu phẫu, đau sau cắt tầng sinh môn. Thống kinh. Ðau cơ xương cấp tính do nhiều nguyên nhân",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-32891/tamunix.aspx
VN-6576-08,Coryol 12.5mg Tablets,Carvedilol,"Chỉ định Carvedilol
Carvedilol 6,25, Carvedilol 12,5, Carvedilol 25: Ðiều trị suy tim ứ huyết có triệu chứng: Carvedilol được chỉ định trong điều trị suy tim ứ huyết có triệu chứng để hạ thấp tỷ lệ tử vong và số lần nhập viện do bệnh lý tim mạch, cải thiện cảm giác khỏe khoắn của bệnh nhân và làm chậm tiến triển của bệnh. Carvedilol có thể được kết hợp với điều trị tiêu chuẩn, và thuốc cũng có thể được sử dụng trên những bệnh nhân không dung nạp được thuốc ức chế men chuyển hay những bệnh nhân không thể điều trị với digitalis, hydralazine hay nitrate. Carvedilol 25: - Cao huyết áp nguyên phát: Carvedilol được chỉ định để điều trị cao huyết áp nguyên phát. Thuốc có thể sử dụng đơn độc hay phối hợp với các thuốc điều trị cao huyết áp khác, đặc biệt là với các thuốc lợi tiểu thuộc nhóm thiazide. - Ðiều trị cơn đau thắt ngực.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-28632/coryol-125mg-tablets.aspx
VN-18080-14,"Samilflurone 0,1% Ophthalmic Suspension",Fluorometholon. 1mg/ml,"Chỉ định Fluorometholone
Các bệnh viêm mắt đáp ứng với corticosteroid như viêm kết mạc nhãn cầu & kết mạc mi, viêm giác mạc, viêm mống mắt, viêm màng bồ đào trước & dùng trong phẫu thuật.",,Pending,Hỗn dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-46080/samilflurone-01-ophthalmic-suspension.aspx
VD-23580-15,Dexclorpheniramin 2,Dexclorpheniramin maleat 2mg,"Chỉ định Dexclorpheniramine
Ðiều trị triệu chứng các biểu hiện dị ứng khác nhau: viêm mũi (theo mùa hay quanh năm);, viêm kết mạc, mề đay.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-51503/dexclorpheniramin-2.aspx
VN-16995-13,Deplin 600mg,Acid Alpha Lipoic,"Chỉ định
Acid alpha lipoic cũng còn được sử dụng để điều trị các chứng rối loạn liên quan đến mắt, như tổn thương võng mạc, cườm, tăng nhãn áp, và bệnh Wilson.  


Acid alpha lipoic được sử dụng cho bệnh đái tháo đường và các biến chứng liên quan đến hệ thần kinh do bệnh đái tháo đường gây ra bao gồm nóng rát, đau nhức, và tê cứng ở chân và cánh tay.


Hỗ trợ phòng và điều trị xơ vữa động mạch vành và não, cao huyết áp, bệnh viêm não tủy tự miễn, bệnh não hoại tử cấp, bệnh đa xơ cứng, bệnh Alzeimer.


Hỗ trợ phòng ngừa thoái hóa điểm vàng (có liên quan đến tuổi tác);, võng mạc và thủy tinh thể ở người bình thường. Phòng và điều trị glaucoma.",,Pending,Dung dịch thuốc tiêm,,,https://thuocbietduoc.com.vn/thuoc-44996/deplin-600mg.aspx
VN-1174-06,Prolaxi,Ciprofloxacin hydrochloride,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",,Pending,Dung dịch nhỏ mắt-0.3% Ciprofloxacin,,,https://thuocbietduoc.com.vn/thuoc-8302/prolaxi.aspx
VNA-1257-03,Amoxicillin 1000mg,Amoxicilline,"Chỉ định
Nhiễm khuẩn do các vi khuẩn nhạy cảm gây ra ở đường hô hấp trên &dưới, đường tiết niệu, bệnh lậu, đường mật, da & mô mềm.",,Pending,Viên nén dài bao phim,,,https://thuocbietduoc.com.vn/thuoc-1849/amoxicillin-1000mg.aspx
VNB-2424-04,Toplexil 90ml,"Guaifenesin, Oxomemazine","Chỉ định Guaifenesin
Giảm tạm thời xổ mũi, nhầy mũi, xung huyết mũi do cảm lạnh, viêm phế quản hoặc viêm thanh quản.
Guaifenesin phối hợp với các thuốc giảm ho, các kháng histamin...dùng trong các trường hợp cảm cúm có nhiều đờm, nhiễm khuẩn đường hô hấp trên, nhiễm khuẩn đường hô hấp dưới.",,Pending,Xi rô thuốc,,,https://thuocbietduoc.com.vn/thuoc-12315/toplexil-90ml.aspx
VD-28287-17,Kidmin,"Mỗi 200ml chứa: L-Tyrosin 0,1g; Acid L-Aspartic 0,2g; Acid L-Glutamic 0,2g; L-Serine 0,6g; L-Histidin 0,7g; L-Prolin 0,6g; L-Threonin 0,7g; L-Phenylalanin 1g; L-Isoleucin 1,8g; L-Valin 2g; L-Alanin 0,5g; L-Arginin 0,9g; L-Leucin 2,8g; L-Lysin acetat 1,42g","Chỉ định L-Arginin
Được sử dụng trong các rối loạn chức năng gan. Điều trị hỗ trợ các rối loạn khó tiêu. Tăng amoniac huyết bẩm sinh hoặc do suy giảm chu trình ure.",,Pending,Dung dịch tiêm pha truyền tĩnh mạch,,,https://thuocbietduoc.com.vn/thuoc-56728/kidmin.aspx
VD-21220-14,Acigmentin 625,Amoxicilin (dưới dạng Amoxicilin trihydrat) 500 mg; Acid Clavulanic (dưới dạng Clavulanat kali) 125 mg,"Chỉ định Amoxicilin
Ðiều trị các nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc tại các vị trí sau: 
- Ðường hô hấp trên (bao gồm cả Tai Mũi Họng); như: viêm amiđan, viêm xoang, viêm tai giữa; 
- Ðường hô hấp dưới, như đợt cấp của viêm phế quản mãn, viêm phổi thùy và viêm phổi phế quản; 
- Ðường tiêu hóa: như sốt thương hàn; 
- Ðường niệu dục: như viêm thận-bể thận, lậu, sảy thai nhiễm khuẩn hay nhiễm khuẩn sản khoa. Các nhiễm khuẩn như nhiễm khuẩn huyết, viêm nội tâm mạc và viêm màng não do vi khuẩn nhạy cảm với thuốc nên được điều trị khởi đầu theo đường tiêm với liều cao và, nếu có thể, kết hợp với một kháng sinh khác. 
- Dự phòng viêm nội tâm mạc: Amoxicillin có thể được sử dụng để ngăn ngừa du khuẩn huyết có thể phát triển viêm nội tâm mạc. Tham khảo thông tin kê toa đầy đủ về các vi khuẩn nhạy cảm.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47839/acigmentin-625.aspx
VD-30026-18,Zetracare,"Mỗi gói 4,15g thuốc cốm chứa: L-Isoleucin 952 mg; L-Leucin 1904 mg; L-Valin 1144 mg",,,Pending,Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-59022/zetracare.aspx
VD-26599-17,Hapenxin 250 Caps,Cephalexin (dưới dạng Cephalexin monohydrat) 250 mg,"Chỉ định Cephalexin
- Nhiễm khuẩn đường hô hấp: viêm phế quản cấp và mãn và giãn phế quản có bội nhiễm. - Nhiễm khuẩn tai mũi họng: viêm tai giữa, viêm xương chũm, viêm xoang, viêm amydale và viêm họng. - Nhiễm trùng đường tiểu: viêm bể thận cấp và mãn, viêm bàng quang và viêm tuyến tiền liệt. Dự phòng nhiễm khuẩn đường niệu tái phát. - Nhiễm khuẩn sản và phụ khoa. - Nhiễm khuẩn da, mô mềm và xương. - Bệnh lậu và giang mai (khi dùng penicilline không phù hợp) - Trong nha khoa: thay thế tạm thời điều trị phòng ngừa với penicilline cho bệnh nhân mắc bệnh tim phải điều trị bệnh răng.",,Pending,Viên nang cứng (hồng - trắng),,,https://thuocbietduoc.com.vn/thuoc-54560/hapenxin-250-caps.aspx
VN-17388-13,Zentobiso 2.5mg,"Bisoprolol fumarate 2,5mg","Chỉ định Bisoprolol
Bisoprolol điều trị suy tim mạn tính (kết hợp điều trị cơ bản). Bisoprolol điều trị cao huyết áp, cơn đau thắt ngực.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-45585/zentobiso-25mg.aspx
VD-21328-14,Viên Diệp Hạ Châu PYLANTIN,Cao Diệp hạ châu đắng 289mg,"Chỉ định
- Trị viêm gan, viêm gan virus, viêm gan mãn tính, đặc biệt là viêm gan do siêu vi B. Viêm gan gây nên các triệu chứng mệt mỏi, đau tức vùng hạ sườn phải, khó tiêu, vàng da, bí đại tiểu tiện, táo bón.
- Tiêu độc trong các trường hợp đinh râu, mụn nhọt, lở ngứa.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47947/vien-diep-ha-chau-pylantin.aspx
VN-17949-14,"Differin Gel 0,1%","Adapalene 0,1%","Chỉ định Adapalene
Thuốc được dùng ngoài da để điều trị mụn trứng cá khi có nhiều nhân trứng cá, sẩn và mụn mủ.Thuốc có thể dùng được cho mụn trứng cá ở mặt, ngực và lưng.",,Pending,Gel,,,https://thuocbietduoc.com.vn/thuoc-45949/differin-gel-01.aspx
VN-15086-12,Medoclav 1g,Amoxicilin (dưới dạng Amoxicilin trihydrat) 875mg; Acid clavulanic (dưới dạng Clavulanat kali) 125mg,"Chỉ định Amoxicilin
Ðiều trị các nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc tại các vị trí sau: 
- Ðường hô hấp trên (bao gồm cả Tai Mũi Họng); như: viêm amiđan, viêm xoang, viêm tai giữa; 
- Ðường hô hấp dưới, như đợt cấp của viêm phế quản mãn, viêm phổi thùy và viêm phổi phế quản; 
- Ðường tiêu hóa: như sốt thương hàn; 
- Ðường niệu dục: như viêm thận-bể thận, lậu, sảy thai nhiễm khuẩn hay nhiễm khuẩn sản khoa. Các nhiễm khuẩn như nhiễm khuẩn huyết, viêm nội tâm mạc và viêm màng não do vi khuẩn nhạy cảm với thuốc nên được điều trị khởi đầu theo đường tiêm với liều cao và, nếu có thể, kết hợp với một kháng sinh khác. 
- Dự phòng viêm nội tâm mạc: Amoxicillin có thể được sử dụng để ngăn ngừa du khuẩn huyết có thể phát triển viêm nội tâm mạc. Tham khảo thông tin kê toa đầy đủ về các vi khuẩn nhạy cảm.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-42009/medoclav-1g.aspx
VN-17673-14,Pharcotinex,Pinene (alpha+beta) 31mg; Camphene 15mg; Borneol 10mg; Fenchone 4mg; Anethole 4mg; Cineol 3mg;,"Chỉ định Eucalyptol
Sát trùng đường hô hấp, răng, miệng;
Trị các chứng ho, đau họng, sổ mũi, cảm cúm...",,Pending,Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-45662/pharcotinex.aspx
VN-15990-12,Zedcal,"Calcium carbonate, Magnesium Hydroxide, Zinc Gluconate, Vitamin D3","Chỉ định
Zedcal là một dạng thuốc dùng bổ sung calci và các hợp chất phối hợp với calci trong thuốc được dùng khi thiếu vitamin D3 và các khoáng chất trong giai đoạn trẻ đang lớn .",,Pending,Hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-43332/zedcal.aspx
VN-7772-03,Lantus,Insulin glargine,"Chỉ định Insulin glargine
Điều trị đái tháo đường typ I( đái tháo đường phụ thuộc insulin); Điều trị đái tháo đường typ II khi các thuốc chống đái tháo đường tổng hợp không còn hiệu quả. Trẻ em gầy yếu, kém ăn, suy dinh dưỡng, nôn nhiều và rối loạn chuyển hoá đường( truyền glucose kết hợp với insulin). Gây cơn shock insulin để điều trị bệnh tâm thần( tạo cơn hạ glucose huyết đột ngột và mạnh).",,Pending,Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-13093/lantus.aspx
