so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-12822-11,Esapbe 20,Esomeprazole magnesium dihydrate,"Chỉ định Esomeprazole
Esomeprazole sodium được chỉ định trong bệnh trào ngược dạ dày-thực quản trên bệnh nhân viêm thực quản và/hoặc có triệu chứng trào ngược nặng như là một liệu pháp thay thế cho dạng uống khi liệu pháp dùng qua đường uống không thích hợp.",Viên nén bao tan trong ruột,,,https://thuocbietduoc.com.vn/thuoc-39051/esapbe-20.aspx
VN-15993-12,Metadroxyl,Metadoxine,"Chỉ định Metadoxine
Dự phòng & hạn chế những tác hại gây ra do uống rượu. Ngộ độc bia rượu cấp tính & mãn tính, nghiện rượu kinh niên. Ðiều trị các bệnh về gan do rượu (gan nhiễm mỡ, xơ gan...);.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-43006/metadroxyl.aspx
VN-17011-13,Miowan 5,Montelukast (dưới dạng Montelukast natri) 5mg,"Chỉ định Montelukast
Montelukast được sử dụng để ngăn chặn các triệu chứng thở khò khè, khó thở, tức ngực và ho do hen suyễn. 
Montelukast cũng được sử dụng để ngăn ngừa co thắt phế quản (khó thở); trong khi tập luyện, điều trị các triệu chứng của viêm mũi dị ứng cấp tính hoặc mãn tính (các triệu chứng của viêm mũi dị ứng như: hắt hơi và ngạt mũi, chảy nước mũi hoặc ngứa mũi). Montelukast là thuốc đối kháng thụ thể leukotrien (LTRAs).",Viên nén nhai,,,https://thuocbietduoc.com.vn/thuoc-45262/miowan-5.aspx
VD-23453-15,Thenadin,Alimemazin tartrat 5 mg,"Chỉ định Alimemazin
Trạng thái sảng rượu cấp (do cai rượu). 
Tiền mê trước phẫu thuật. 
Dị ứng hô hấp (viêm mũi, hắt hơi, sổ mũi) và ngoài da (mày đay, ngứa). 
Nôn thường xuyên ở trẻ em. 
Mất ngủ của trẻ em và người lớn.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-51376/thenadin.aspx
VD-29251-18,Flagazyl,Metronidazol 250mg,"Chỉ định Metronidazole
- Bệnh do amip. 
- Bệnh đường niệu-sinh dục do trichomonas. 
- Viêm âm đạo không đặc hiệu. 
- Bệnh do Giardia intestinalis. 
- Ðiều trị các nhiễm trùng do vi khuẩn kỵ khí trong phẫu thuật. 
- Ðiều trị dự phòng nhiễm trùng do vi khuẩn kỵ khí trong các trường hợp phẫu thuật có nguy cơ cao. 
- Dùng liên tục với đường tiêm truyền để điều trị hoặc phòng ngừa nhiễm trùng do vi khuẩn kỵ khí.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-56256/flagazyl.aspx
VNA-3906-05,Levoquin 250mg,Levofloxacine,"Chỉ định Levofloxacine
Levofloxacin được chỉ định để điều trị các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm với levofloxacin gây ra sau đây: - Viêm xoang cấp. - Ðợt kịch phát cấp của viêm phế quản mạn. - Viêm phổi mắc phải trong cộng đồng. - Nhiễm khuẩn đường tiểu có biến chứng, kể cả viêm thận-bể thận. - Nhiễm khuẩn ở da và phần mềm.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-13969/levoquin-250mg.aspx
V1173-H12-05,Triamcinolon,Triamcinolone acetonide,"Chỉ định Triamcinolone
Viêm khớp dạng thấp, viêm xương khớp, viêm bao hoạt dịch, viêm đốt sống do thấp, viêm khớp vảy nến, viêm mõm lồi cầu. 


Viêm da cơ toàn thân. Pemphigus, hội chứng Steven Johnson, vảy nến nặng, phù mạch, sẹo lồi, liken phẳng. 
Hội chứng Hamman-Rich. Phối hợp với lợi tiểu trong suy tim xung huyết, xơ gan báng bụng kéo dài. Phản ứng viêm sau phẫu thuật răng.
Dạng hít: Dùng trong hen phế quản và các tình trạng co thắt phế quản.
Dùng ngoài: Các bệnh ngoài da đáp ứng với steroid.",Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-21724/triamcinolon.aspx
VN-18813-15,Seroquel XR,Quetiapin (dưới dạng Quetiapin fuumarat) 50mg,"Chỉ định Quetiapin
Chữa trị các chứng rối loạn trầm cảm, rối loạn lưỡng cực Chữa bệnh tâm thần phân liệt",Viên nén phóng thích kéo dài,,,https://thuocbietduoc.com.vn/thuoc-47643/seroquel-xr.aspx
VD-21064-14,Pasquale,Cilostazol 100mg,"Chỉ định Cilostazol
Ðiều trị các triệu chứng thiếu máu cục bộ: loét, đau, lạnh các chi trong chứng nghẽn tắc động mạch mãn tính (bệnh Buerger, xơ cứng động mạch tắc, bệnh mạch máu ngoại biên do đái tháo đường);. Phòng ngừa nhồi máu não tái phát (ngoại trừ nghẽn mạch não do tim).",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-46533/pasquale.aspx
VD-21432-14,Lactate ringer & dextrose 5%,"Mỗi 500ml chứa: Natri clorid 3g; Kali clorid 0,15g; Calci clorid (dưới dạng calci clorid dihydrat) 0,075 g; Natri lactat khan 1,55g; Dextrose khan 25g","Chỉ định Natri clorid
Bù nước và điện giải.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-48051/lactate-ringer-dextrose-5.aspx
VD-29645-18,Metrima - M,Metronidazol 500mg; Clotrimazol 100mg,"Chỉ định Metronidazole
- Bệnh do amip. 
- Bệnh đường niệu-sinh dục do trichomonas. 
- Viêm âm đạo không đặc hiệu. 
- Bệnh do Giardia intestinalis. 
- Ðiều trị các nhiễm trùng do vi khuẩn kỵ khí trong phẫu thuật. 
- Ðiều trị dự phòng nhiễm trùng do vi khuẩn kỵ khí trong các trường hợp phẫu thuật có nguy cơ cao. 
- Dùng liên tục với đường tiêm truyền để điều trị hoặc phòng ngừa nhiễm trùng do vi khuẩn kỵ khí.",Viên nén đặt âm đạo,,,https://thuocbietduoc.com.vn/thuoc-57180/metrima-m.aspx
VD-23364-15,Tadalafil Stada 10 mg,Tadalafil 10 mg,"Chỉ định Tadalafil
Các trường hợp bị rối loạn cương dương. Cần có hoạt động kích thích tình dục thì thuốc mới có hiệu quả. Không có chỉ định thuốc cho phụ nữ.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-50533/tadalafil-stada-10-mg.aspx
VNA-4382-01,TV.Pafen F,"Acetaminophen, Ibuprofen, Diphenhydramine","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-805/tvpafen-f.aspx
VNB-0923-03,Lysivit,"Vitamin B1, Vitamin B6, Lysin hydrochloride, Vitamin B12","Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",Si rô thuốc,,,https://thuocbietduoc.com.vn/thuoc-22427/lysivit.aspx
VN-17376-13,Oferen,"Mono-natri phosphat khan (dưới dạng Mono-natri phosphat monohydrat 2,4g/5ml) 2,087g/5ml; Di-natri phosphat khan (dưới dạng Di-natri phosphat heptahydrat 0,9g/5ml) 0,4766g/5ml",,Dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-45312/oferen.aspx
VN-18879-15,Plavix,Clopidogrel (dưới dạng Clopidogrel hydrogen sulphate) 300mg,"Chỉ định Clopidogrel
Dự phòng nguyên phát các rối loạn do nghẽn mạch huyết khối như nhồi máu cơ tim, đột quỵ & bệnh động mạch ngoại biên. Kiểm soát & dự phòng thứ phát, ở bệnh nhân xơ vữa động mạch mới bị đột quỵ, mới bị nhồi máu cơ tim, hoặc bệnh động mạch ngoại biên đã xác định.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47709/plavix.aspx
VN-21094-18,Ciloxan,Mỗi ml dung dịch chứa: Ciprofloxacin (dưới dạng Ciprofloxacin hydroclorid monohydrat) 3mg,"Chỉ định
Điều trị các nhiễm trùng do các chủng vi khuẩn nhạy cảm trong những bệnh lý sau:


Loét giác mạc


Pseudomonas aeruginosa,


Serratia marcescens*,


Staphylococcus aureus,


Staphylococcus epidermidis,


Streptococcus pneumoniae,


Streptococcus (Nhóm Viridans);*.


*Hiệu lực đối với vi khuẩn chỉ được nghiên cứu ở khoảng 10 bệnh nhiễm trùng.


Viêm kết mạc


Staphylococcus aureus,


Staphylococcus epidermidis,


Streptococcus pneumoniae.




Dược lý:


Thuốc kháng khuẩn tổng hợp, tiệt trùng, đa liều dùng trong nhãn khoa.


Hấp thu toàn thân: Một nghiên cứu về hấp thu toàn thân đã được thực hiện, trong đó dung dịch nhỏ mắt Ciloxan được nhỏ mỗi hai giờ khi đang thức trong vòng hai ngày, và thêm năm ngày tiếp sau đó nhỏ mỗi bốn giờ khi đang thức. Nồng độ trong huyết tương tối đa của ciprofloxacin được ghi nhận là dưới 5 ng/ml. Nồng độ trung bình thường dưới 2,5 ng/ml.


Vi trùng học: Ciprofloxacin có hoạt tính phổ rộng trong điều kiện phòng thí nghiệm (in vitro) chống lại nhiều vi khuẩn gram dương và gram âm. Tác dụng diệt khuẩn của ciprofloxacin là do khả năng ức chế hoạt động của enzym DNA-gyrase, là enzym cần thiết cho sự tổng hợp DNA của vi khuẩn.


Ciprofloxacin đã cho thấy khả năng chống lại hầu hết các chủng vi khuẩn sau trong điều kiện phòng thí nghiệm và trên các nhiễm trùng lâm sàng (xem phần Chỉ định).",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-55571/ciloxan.aspx
VD-26138-17,Jasunny,Mỗi tuýp 10 g chứa: Ketoconazol 200 mg,"Chỉ định Ketoconazole
- Nhiễm nấm ở da, tóc và móng do vi nấm ngoài da và/hoặc nấm men (nấm da cạn, nấm móng, nhiễm Candida quanh móng, lang ben, nấm da đầu, viêm nang lông do Pityrosporum, nhiễm vi nấm Candida niêm mạc và da mãn tính) mà các trường hợp nhiễm này không thể điều trị tại chỗ được do vị trí hoặc sự lan rộng của thương tổn, hoặc do nhiễm vi nấm sâu ở da, hay không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm men ở đường tiêu hóa. 
- Nhiễm candida âm đạo tái phát, mãn tính mà không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm nội tạng như nhiễm Candida nội tạng, nhiễm Paracoccidioides, Histoplasma, Coccidioides, Blastomyces. 
- Ðiều trị dự phòng cho những bệnh nhân giảm sút cơ chế đề kháng (do di truyền, do bệnh lý, hoặc do thuốc) với nguy cơ gia tăng các nhiễm vi nấm. Ketoconazole không thâm nhập tốt vào hệ thần kinh trung ương, vì vậy không nên điều trị viêm màng não do nấm bằng ketoconazole đường uống.",Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-54099/jasunny.aspx
VN-18487-14,Tracleer,"Bosentan (dưới dạng Bosentan monohydrat) 62,5mg","Chỉ định Bosentan
Bosentan được chỉ định trong điệu trị tăng huyết áp động mạch phổi ( Nhóm I theo WHO) ở bệnh nhân có các triệu chứng nhóm III hoặc IV (WHO), để cải thiện khả năng luyện tập và làm giảm tỷ lệ trường hợp xấu về lâm sàng.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47317/tracleer.aspx
VNA-3674-00,Ciprofloxacin 250mg,Ciprofloxacin,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-8161/ciprofloxacin-250mg.aspx
VNA-3001-00,Clopheniramin 4mg,Chlorpheniramine,"Chỉ định Clorpheniramin
Các trường hợp dị ứng ngoài da như mày đay, eczema, dị ứng đường hô hấp như sổ mũi, ngạt mũi .",Viên nén tròn,,,https://thuocbietduoc.com.vn/thuoc-7765/clopheniramin-4mg.aspx
V736-H12-05,Tuxo,"Dextromethorphan, Guaifenesin","Chỉ định Dextromethorphan
Chứng ho do họng & phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải các chất kích thích. Ho không đờm, mạn tính.",Si rô,,,https://thuocbietduoc.com.vn/thuoc-9677/tuxo.aspx
VD-27895-17,Penicillin G 1.000.000 IU,Benzylpenicilin (dưới dạng Benzylpenicilin kali) 1.000.000 IU,"Chỉ định Benzylpenicillin
Benzylpenicilin được chỉ định trong hầu hết các vết thương nhiễm khuẩn và các nhiễm khuẩn ở mũi, họng, xoang mũi, đường hô hấp và tai giữa.
Nhiễm khuẩn máu hoặc nhiễm mủ huyết do vi khuẩn nhạy cảm.
Viêm xương tủy cấp và mạn.
Viêm màng trong tim do nhiễm khuẩn.
Viêm màng não do các vi khuẩn nhạy cảm.
Viêm phổi nặng do Pneumococcus.
Tuy nhiên, khi chỉ định cần tham khảo phần ""Dược lý và cơ chế tác dụng"" ở trên và điều trị dựa theo kết quả kháng sinh đồ và đáp ứng lâm sàng.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-57708/penicillin-g-1000000-iu.aspx
VN-18588-15,Actisoufre,Monosulfua natri.9H2O 4mg; Saccharomyces cerevisiae 1250 triệu tế bào; (tương đương 50mg),"Chỉ định
Viêm nhiễm mạn tính đường hô hấp trên: viêm mũi, viêm mũi-hầu",Hỗn dịch uống hoặc rửa mũi,,,https://thuocbietduoc.com.vn/thuoc-47511/actisoufre.aspx
VN-17785-14,Gintecin injection,"Cao Ginkgo biloba 17,5mg/5ml",,Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-45774/gintecin-injection.aspx
VD-22881-15,Letsuxy,L-Ornithin L-Aspartat 500 mg,"Chỉ định L-Ornithin L-Aspartat
Hỗ trợ điều trị một số bệnh lý ở gan như viêm gan mạn tính,viêm gan do rượu. Điều trị các rối loạn khởi phát trong tiền hôn mê gan, hôn mê gan. Các tình trạng tăng amoniac huyết trong các bệnh gan: viêm gan cấp và mạn tính, xơ gan, gan nhiễm mỡ, bệnh não gan.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-49831/letsuxy.aspx
VD-25154-16,Akigol,Mỗi gói 10g chứa: Macrogol 4000 10g,"Chỉ định Macrogol
Ðiều trị triệu chứng táo bón ở người lớn.",Bột pha hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-53157/akigol.aspx
